,Jumlah Hari Hujan (hari),Tekanan Udara (mb),Penyinaran Matahari (%),Suhu (?C),Kecepatan Angin (m/det),Kelembaban
0,0.1463031055232596,0.9845223647678549,0.05091348072209434,0.0264320943978689,0.004779234780426481,0.07744311052364541
1,0.21720970865015798,0.9718404727396427,0.04286271584029784,0.026258240334596873,0.0017376776692012638,0.07626474214827769
2,0.18131558413568696,0.9810576583889647,0.03247748404840335,0.026745920031540756,0.0004950835982988317,0.05366706205559336
3,0.20397240267905187,0.9751040880680552,0.04089114992096632,0.026100733992106162,0.005220146798421233,0.07201869194118182
4,0.20160826274660745,0.974472091036473,0.05218663643345198,0.02594862329130976,0.005305480598594933,0.079582208978924
5,0.2090755948086536,0.9727314309622888,0.05202802820123177,0.02630305870173384,0.0026014014100615886,0.0817032739160084
6,0.17805318764659608,0.9788618904551657,0.057485586355713394,0.026264682877964886,0.003703006906314031,0.07821971182468612
7,0.11555415803412383,0.9884776874546152,0.05523097045020834,0.02624450368910609,0.003917090102851655,0.07618740250046468
8,0.20550501794885245,0.973688563915408,0.05296819476709859,0.02643585676900731,0.003280361788854922,0.07863220170343416
9,0.19799343883474343,0.9755764515462163,0.038536283948811034,0.02588402029644451,0.006567587239396367,0.08277091564945128
10,0.17763460621023014,0.979280940007407,0.059076977955870316,0.027646861604963942,0.0023281567667338054,0.07207585323680073
11,0.22581006958155295,0.9684626286565116,0.06406704299755689,0.02457653780562018,0.0031508381802077155,0.07982123389859547
12,0.16895411387963993,0.9803222607637039,0.06554254417744652,0.02689671812911509,0.0100013067411511,0.0728250490860517
13,0.16777732732249062,0.9821882126549568,0.02260059291579432,0.025660061825792682,0.00098692545483818,0.07737495565931332
14,0.17748160529705717,0.9790189998991088,0.06697377773787586,0.026180368582064278,0.006978454409735257,0.06929992920778762
15,0.1605715504290833,0.9817247277142984,0.05936281561317625,0.02627534461566818,0.0023355861880593933,0.07882603384700454
16,0.1689225460653927,0.9795566033332255,0.06989898457878319,0.026017955370991518,0.0058249153815652654,0.07960717688139196
17,0.1774530859567593,0.9784740527087932,0.0658970343509933,0.02617616168502012,0.006783518242014016,0.0776228301693318
18,0.13664441420132212,0.9849134169325297,0.07154311114969222,0.02635285131025498,0.008589077464083106,0.07339757105671017
19,0.18957588052971328,0.9758321727878965,0.06644828057342501,0.025728155214746803,0.0028049492527355536,0.08202058504550859
20,0.2105841839141805,0.9724505426190534,0.05710906736638185,0.026092654505650265,0.003678752958390013,0.07770738849793433
21,0.19637970725789164,0.9748490083366108,0.05953848895313595,0.027291743931737764,0.0053374997357273106,0.08237876950613095
22,0.22175614708250757,0.9708311322274454,0.03724735284329564,0.02620754465520544,0.0031679449583215365,0.07891062896182738
23,0.17805318764659608,0.9788618904551657,0.057485586355713394,0.026264682877964886,0.003703006906314031,0.07821971182468612
24,0.26245815739935013,0.9598741452134204,0.05163578966226345,0.02481941271059072,0.004279209088032883,0.08035403731972858
25,0.17761154110198507,0.9795417602307254,0.052764701214527636,0.02677032635148829,0.0017458908490101059,0.07381238533870502
26,0.17061795638700944,0.979889944977211,0.0620428932316398,0.025980461540749167,0.0038776808269774875,0.07852303674629413
27,0.1186866551558394,0.9874492559147499,0.05798989625224584,0.026495097845339183,0.001961762895137841,0.08239404159578934
28,0.20716249478060972,0.9728928882789843,0.05867998107971689,0.026015755158495173,0.0008671918386165058,0.08026342239639436
29,0.169688118546788,0.9794398202520604,0.07291740865553405,0.0268592050499773,0.0034907270101053535,0.076505100304809
30,0.24559955683598875,0.9644321897232679,0.04720863076925231,0.025420031952674324,0.004013689255685419,0.08161168153227019
31,0.22917375609953522,0.9685707574733914,0.04919085225065337,0.025794033636307518,0.004698541443044864,0.0790122071238565
32,0.2359931664160083,0.9669004570353446,0.04412880347616415,0.025997621178348883,0.003549490714387117,0.08230981170119314
33,0.18985237455121773,0.9763836405491196,0.056180804714135855,0.026249996685397962,0.002615313322899428,0.08233393794313013
34,0.13385731665375383,0.9862450761335703,0.05139339310939746,0.02628293297799984,0.0046898913864088934,0.07777403215794748
35,0.21906144656135806,0.9714900580903832,0.04632136314953827,0.026345275291299892,0.0005790170393692283,0.07334215832010225
36,0.22384379352773823,0.9696329195290677,0.043990171597625076,0.024525493899560883,0.0002919701654709629,0.08467134798657924
37,0.20941444772981072,0.9734394167053461,0.049410229141780226,0.026345688585363285,0.005693756873759831,0.07343981323612256
38,0.1855489043513822,0.9778718697387504,0.04886444967997133,0.025937988199905258,0.004954447184251566,0.07907686290158383
39,0.1876921070117041,0.9769664415485506,0.0561141350859734,0.026509091402683982,0.0029024552630675894,0.0803012622782033
40,0.13972855637436962,0.985428315409453,0.0478790158205882,0.02628460256273107,0.0019542455436974775,0.08012406729159657
41,0.13946562784794436,0.9848418951108685,0.06300335355928115,0.026137614170104257,0.0040961932654641,0.07724250157732303
42,0.1885673797114215,0.9768757281255283,0.05637681147269678,0.026109329498504516,0.002901036610944946,0.07929500069916186
43,0.1951220761586275,0.9758035709675521,0.04723499764434101,0.02588748337154068,0.006665061017299653,0.08239560938777686
44,0.13572792393556918,0.9862244832728408,0.054388815562670535,0.027438522752442407,0.00458936145681421,0.07216038545927024
45,0.22957744576132003,0.967579828482641,0.0644703786042063,0.02453019283477118,0.003354556285096914,0.07946105200323314
46,0.15949734971178947,0.9818812455428212,0.06564677503381579,0.027231254828842106,0.009919957116221052,0.07294086114868421
47,0.161025654281662,0.9831455898227609,0.022622622595399138,0.02627780615884791,0.000592732469748449,0.0793273622013341
48,0.1772996045303538,0.977918228842155,0.07261769026055606,0.02711060436394093,0.012877537072871943,0.07788865875583897
49,0.1662039508445075,0.9807977005683775,0.05928912866383017,0.02633992437360324,0.002235491736505072,0.07872818724213514
50,0.1288485648120895,0.9852034580669844,0.0761377882980529,0.02625777570791824,0.005856752946004069,0.07906616477105492
51,0.14969768830039687,0.9829169782129327,0.06682583079030788,0.025243139595753198,0.005870497580407721,0.07954524221452461
52,0.08628861289112055,0.9900637776836867,0.07981696692428653,0.02667102580270999,0.003039712499573565,0.07236476853823519
53,0.20984314807168117,0.97201656386598,0.06353049437032549,0.026086006021754864,0.0019251664960704695,0.08018318456133505
54,0.20206108174001267,0.9744155118005278,0.04907197699400307,0.026267940626201646,0.002886586882000181,0.08111309138420508
55,0.21608014703506,0.9713042698278208,0.05214734215112781,0.025545475160589318,0.003649353594369902,0.08057388593885127
56,0.22200541387603076,0.9706730217090522,0.04065293942405238,0.026909747136488575,0.0032676121522878985,0.07823047917536323
57,0.17805318764659608,0.9788618904551657,0.057485586355713394,0.026264682877964886,0.003703006906314031,0.07821971182468612
58,0.22109710122764645,0.970135628517134,0.05287104594574154,0.025089714530615533,0.002787746058957281,0.08074850653531436
59,0.17746184075073856,0.9791037996379182,0.06086085184327552,0.026844675096476624,0.003682663009624952,0.07365326019249904
60,0.1845225765888906,0.9769069604538543,0.06646677104353754,0.026084343287434794,0.0037677384748516923,0.08057163815452081
61,0.17805318764659608,0.9788618904551657,0.057485586355713394,0.026264682877964886,0.003703006906314031,0.07821971182468612
62,0.19990613813709096,0.9750011452328843,0.048479652823584386,0.026074713670055344,0.0012554491767063686,0.0798658822412436
63,0.16037050011113738,0.9807871009827196,0.07542273217348036,0.02682561092768116,0.004373740912121928,0.07688064581085434
64,0.21728954609360293,0.9708804586076116,0.05249561600314478,0.0253824956498722,0.004326561758500943,0.08220467341151792
65,0.17805318764659608,0.9788618904551657,0.057485586355713394,0.026264682877964886,0.003703006906314031,0.07821971182468612
66,0.24490035926724532,0.9647734856289724,0.0462058099711248,0.026020663172144815,0.0035395755050344055,0.08007093777604857
67,0.21108969797431165,0.97236204254103,0.05523031823711441,0.026024757284504176,0.00298802768822085,0.07884537577305338
68,0.14722048897661377,0.9844273358919665,0.04816352420824318,0.02632419339316935,0.005069844653499283,0.07868008914180617
69,0.21074205941405835,0.9731795912715631,0.04413982767360506,0.02781215160248834,0.0019237463221742023,0.07605081566102738
70,0.225653962115312,0.9693102113157607,0.042115588618935385,0.02444260374119737,0.001031005171733753,0.08453269761828347
71,0.20651926504443432,0.9736900825197778,0.05705354166040198,0.02509112565960417,0.0036751761996621974,0.07334329038961218
72,0.2200132929240604,0.9712385936675193,0.03464488796000707,0.025700242732395705,0.002353854007266149,0.0801463270555682
73,0.2283551418041879,0.9687822969734812,0.04605481851513033,0.026193678030480377,0.0034541113886347747,0.08059593240147808
74,0.2391376383496511,0.965149942873658,0.0647106449374156,0.025578161797878682,0.0034148854756330177,0.08028328794674487
75,0.19141147155774255,0.9762951774048697,0.058390166071149746,0.025811546922180434,0.001450086905740474,0.07830469290998558
76,0.23302008886888995,0.9676854414825634,0.046508124733091204,0.025891120985432215,0.005437135406940766,0.08014740340601573
77,0.21816531204184353,0.9707875845527144,0.05093727549875642,0.025728129530220932,0.006727564688514999,0.08169185693196784
78,0.16720185126304138,0.9815331931412377,0.046952612883749405,0.02741332677684748,0.0038106468427390825,0.07526999618196102
79,0.25026016303304316,0.9625631520658423,0.061522290078956446,0.024504640963652142,0.0031282520379130397,0.08029180230643468
80,0.1810502341139819,0.9778842644909305,0.06632054030378481,0.027128489624993438,0.00997228562232093,0.07569255242262624
81,0.14454093398309042,0.9844304684969138,0.04846486618654495,0.02541592261984543,0.0041713155444784485,0.08362032556605634
82,0.1757945091956844,0.9790200177587947,0.0601392044718054,0.027097606666075108,0.01869637735920953,0.07691252587406766
83,0.19873009984349363,0.9736810183108646,0.07524731935821603,0.02604714900861324,0.0022188312118448317,0.07814144702583972
84,0.15278428012873604,0.9821012452606396,0.07298612108060638,0.0266642629014482,0.005936204514555986,0.07785186248598014
85,0.15554206903537746,0.9821509521652614,0.06610537934003542,0.02746289656405883,0.003702194718643939,0.07777103451768873
86,0.12313790240393305,0.9863736896530922,0.07622822529767284,0.026875335842128246,0.0035964085781466162,0.0731986419845602
87,0.17734651688340392,0.9784384726712628,0.0598818640217607,0.026052436393099832,0.01173812375778327,0.08248646868402651
88,0.23036960566963668,0.9678391109564611,0.054676935453540326,0.026191399150821762,0.001433835719935498,0.08086833460436209
89,0.23240222409007327,0.9673862126218482,0.05470537949774565,0.025535553017304348,0.002869163260371275,0.08062348761643283
90,0.2469938311856319,0.964611043414157,0.039814642671815184,0.026158458646416537,0.0032614629446133634,0.07899034377260962
91,0.23740910832599282,0.9664848216367837,0.04882203437349046,0.026229877290855658,0.0024889664582563764,0.0804127624975137
92,0.2524010221049718,0.9627908422445687,0.04707993404773115,0.02511628284116266,0.004247956824861034,0.08038734439871553
93,0.17753430517904228,0.9793872629001008,0.055669699098897026,0.025886119225714915,0.003470872914908592,0.07416809441075622
94,0.20496171680280684,0.9730389109436539,0.06326869896612464,0.026202382856997324,0.003772065398436633,0.08051242650183496
95,0.1991061765030614,0.9759102253162188,0.042140918910356685,0.02609644060962455,0.005654228798751985,0.07393991506060289
96,0.1999069674806361,0.9750051901857498,0.048441224583713555,0.02607482184530036,0.0012844264094166475,0.07983724155374003
97,0.19270657382270306,0.9754067085106719,0.06751542942465108,0.026842663161768438,0.004058517236569049,0.078425735952694
98,0.17805318764659608,0.9788618904551657,0.057485586355713394,0.026264682877964886,0.003703006906314031,0.07821971182468612
99,0.20682921509346522,0.9731170270695146,0.05515125070375981,0.02597390143034214,0.004328983571723691,0.08080769333884222
100,0.2405258287435974,0.9659363959105426,0.04580531718702771,0.026160777389243862,0.002376510180414827,0.07953642942517365
101,0.24022843248437462,0.9663691166512871,0.04153750585586397,0.026702682335912553,0.00564680379146538,0.07714108230374737
102,0.13854631576337886,0.9856301984800375,0.05268662712128492,0.026440881388644838,0.005171094884126112,0.07639560932586313
103,0.19408199249112035,0.9769076555928184,0.03687557857331287,0.02707443795251129,0.0036956140909818634,0.07666238703399254
104,0.1608278222243533,0.9821350567001303,0.04256510583287485,0.0253279153159457,0.00029600212679328823,0.0842126050726905
105,0.1822514904292678,0.9789231650823118,0.045368988043030495,0.026368300742957894,0.002811326182153599,0.07571192235386072
106,0.19219692516961293,0.9772102959126349,0.0321036471991856,0.02627013248549483,0.0021247901275032585,0.07996937388966809
107,0.17085867005406002,0.98088409217399,0.04397669178095976,0.02349306713243325,0.0021357333756757504,0.07863381974078898
108,0.16871529641058944,0.9796153101357384,0.06787396982035207,0.026082996973821007,0.0038979051239687898,0.08115787534233526
109,0.17260736946953298,0.9797892478203153,0.05983075672061902,0.02500867448662503,0.0033939651300189068,0.07747937539671734
110,0.17349676895791044,0.9799175051198182,0.05447216991862887,0.02636375483606237,0.003973948339259401,0.07734660426168298
111,0.16882367016953792,0.9807296885480972,0.04899767438828543,0.02629380150341654,0.0065977066503037805,0.08082190646622131
112,0.15290901897856543,0.984071801120653,0.04850235124288253,0.02765997540758763,0.0027270398289170905,0.07139000694986526
113,0.23635099974899043,0.9660376504342254,0.061524465996606666,0.024471740681975114,0.0034825169432041512,0.08070445420632563
114,0.18093968646929756,0.978138658031085,0.06579624962519912,0.027111925213207044,0.005805551437517569,0.07353698487522253
115,0.15757261665414382,0.9821698161823602,0.05534738159976802,0.025900998862524893,0.0007878630832707192,0.08233169220179014
116,0.14975755763360965,0.9831486413479179,0.06914131394642627,0.02722864684247448,0.007098897212502275,0.07361459164197566
117,0.17067865678543112,0.9784929812301137,0.060998224498884195,0.026474587103649264,0.0018425536812063587,0.09484302632735889
118,0.15546400243029723,0.9812693503397323,0.07938380624097052,0.0266232104161884,0.006218560097211889,0.07676035119995926
119,0.10366918855617845,0.9883781316497541,0.07139481853397195,0.026417568444221964,0.0029340336383824085,0.08097932841935447
120,0.10090716598182012,0.9895760034780243,0.06838174937408781,0.0268432655136104,0.004212629259435208,0.071712665532711
121,0.20866239944257417,0.9722513920570818,0.06077172186530271,0.02577028712009672,0.004807889388077746,0.08250338189941411
122,0.16932741046769492,0.9805121409802475,0.05266566258146648,0.02651183455322766,0.00205128062966579,0.08027086841371411
123,0.2122245272613528,0.9721035698944227,0.054736642777814974,0.02573582502535862,0.0031689635292419193,0.07941614662675962
124,0.14219348544252602,0.9855177254746033,0.03885972650107389,0.02697780511478062,0.0036035335351873032,0.07927773777412067
125,0.20901284841887308,0.9725358205001666,0.05682837814153692,0.02639148408606969,0.003949090684411887,0.08090819938795087
126,0.21968636555447613,0.9701695261364266,0.059478404647936765,0.025518154252179324,0.005084444268291369,0.07933651716748985
127,0.1621284984238563,0.9816055374632401,0.061550579641152625,0.025921143161179418,0.0037862343943295775,0.07543343908702775
128,0.1835546712909653,0.9772837130417922,0.06936434420363848,0.026277300311127665,0.0038643088692834806,0.07554723839449204
129,0.1670852839500807,0.9812374727789333,0.05743089251543051,0.02603421866198932,0.00369948373326945,0.07256552738994784
130,0.14795299679035062,0.9833034036685013,0.06716287354298811,0.025989111936199745,0.0021414249535445487,0.07767532331493407
131,0.14884601317262766,0.9838429615782899,0.05817641560603355,0.027142508284420337,0.00194569951859644,0.07597956620119098
